Date,Open,High,Low,Close,Adj Close,Volume
2018/7/2,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961,3073650000
2018/7/3,2733.27002,2736.580078,2711.159912,2713.219971,2713.219971,1911470000
2018/7/5,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2953420000
2018/7/6,2737.679932,2764.409912,2733.52002,2759.820068,2759.820068,2554780000
2018/7/9,2775.620117,2784.649902,2770.72998,2784.169922,2784.169922,3050040000
2018/7/10,2788.560059,2795.580078,2786.23999,2793.840088,2793.840088,3063850000
2018/7/11,2779.820068,2785.909912,2770.77002,2774.02002,2774.02002,2964740000
2018/7/12,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2821690000
2018/7/13,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2614000000
2018/7/16,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2812230000
2018/7/17,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3050730000
2018/7/18,2811.350098,2816.76001,2805.889893,2815.620117,2815.620117,3089780000
2018/7/19,2809.370117,2812.050049,2799.77002,2804.48999,2804.48999,3266700000
2018/7/20,2804.550049,2809.699951,2800.01001,2801.830078,2801.830078,3230210000
2018/7/23,2799.169922,2808.610107,2795.139893,2806.97998,2806.97998,2907430000
2018/7/24,2820.679932,2829.98999,2811.120117,2820.399902,2820.399902,3417530000
2018/7/25,2817.72998,2848.030029,2817.72998,2846.070068,2846.070068,3553010000
2018/7/26,2835.48999,2845.570068,2835.26001,2837.439941,2837.439941,3653330000
2018/7/27,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3415710000
2018/7/30,2819,2821.73999,2798.110107,2802.600098,2802.600098,3245770000
2018/7/31,2809.72998,2824.459961,2808.060059,2816.290039,2816.290039,3892100000
2018/8/1,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3496990000
2018/8/2,2800.47998,2829.909912,2796.340088,2827.219971,2827.219971,3467380000
2018/8/3,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3030390000
2018/8/6,2840.290039,2853.290039,2835.97998,2850.399902,2850.399902,2874540000
2018/8/7,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3162770000
2018/8/8,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2972200000
2018/8/9,2857.189941,2862.47998,2851.97998,2853.580078,2853.580078,3047050000
2018/8/10,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3256040000
2018/8/13,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3158450000
2018/8/14,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2976970000
2018/8/15,2827.949951,2827.949951,2802.48999,2818.370117,2818.370117,3645070000
2018/8/16,2831.439941,2850.48999,2831.439941,2840.689941,2840.689941,3219880000
2018/8/17,2838.320068,2855.629883,2833.72998,2850.129883,2850.129883,3024100000
2018/8/20,2853.929932,2859.76001,2850.620117,2857.050049,2857.050049,2748020000
2018/8/21,2861.51001,2873.22998,2861.320068,2862.959961,2862.959961,3147140000
2018/8/22,2860.98999,2867.540039,2856.050049,2861.820068,2861.820068,2689560000
2018/8/23,2860.290039,2868.780029,2854.030029,2856.97998,2856.97998,2713910000
2018/8/24,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2596190000
2018/8/27,2884.689941,2898.25,2884.689941,2896.73999,2896.73999,2854080000
2018/8/28,2901.449951,2903.77002,2893.5,2897.52002,2897.52002,2683190000
2018/8/29,2900.620117,2916.5,2898.399902,2914.040039,2914.040039,2791860000
2018/8/30,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2802180000
2018/8/31,2898.370117,2906.320068,2891.72998,2901.52002,2901.52002,2880260000
2018/9/4,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3077060000
2018/9/5,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3241250000
2018/9/6,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3139590000
2018/9/7,2868.26001,2883.810059,2864.120117,2871.679932,2871.679932,2946270000
2018/9/10,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2731400000
2018/9/11,2871.570068,2892.52002,2866.780029,2887.889893,2887.889893,2899660000
2018/9/12,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3264930000
2018/9/13,2896.850098,2906.76001,2896.389893,2904.179932,2904.179932,3254930000
2018/9/14,2906.379883,2908.300049,2895.77002,2904.97998,2904.97998,3149800000
2018/9/17,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2947760000
2018/9/18,2890.73999,2911.169922,2890.429932,2904.310059,2904.310059,3074610000
2018/9/19,2906.600098,2912.360107,2903.820068,2907.949951,2907.949951,3280020000
2018/9/20,2919.72998,2934.800049,2919.72998,2930.75,2930.75,3337730000
2018/9/21,2936.76001,2940.909912,2927.110107,2929.669922,2929.669922,5607610000
2018/9/24,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3372210000
2018/9/25,2921.75,2923.949951,2913.699951,2915.560059,2915.560059,3285480000
2018/9/26,2916.97998,2931.149902,2903.280029,2905.969971,2905.969971,3388620000
2018/9/27,2911.649902,2927.219971,2909.27002,2914,2914,3060850000
2018/9/28,2910.030029,2920.530029,2907.5,2913.97998,2913.97998,3432300000
2018/10/1,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3364190000
2018/10/2,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3401880000
2018/10/3,2931.689941,2939.860107,2921.360107,2925.51001,2925.51001,3598710000
2018/10/4,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3496860000
2018/10/5,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3328980000
2018/10/8,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3330320000
2018/10/9,2882.51001,2894.830078,2874.27002,2880.340088,2880.340088,3520500000
2018/10/10,2873.899902,2874.02002,2784.860107,2785.679932,2785.679932,4501250000
2018/10/11,2776.870117,2795.139893,2710.51001,2728.370117,2728.370117,4890630000
2018/10/12,2770.540039,2775.77002,2729.439941,2767.129883,2767.129883,3966040000
2018/10/15,2763.830078,2775.98999,2749.030029,2750.790039,2750.790039,3300140000
2018/10/16,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3428340000
2018/10/17,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3321710000
2018/10/18,2802,2806.040039,2755.179932,2768.780029,2768.780029,3616440000
2018/10/19,2775.659912,2797.77002,2760.27002,2767.780029,2767.780029,3566490000
2018/10/22,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3307140000
2018/10/23,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4348580000
2018/10/24,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4709310000
2018/10/25,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4634770000
2018/10/26,2667.860107,2692.379883,2628.159912,2658.689941,2658.689941,4803150000
2018/10/29,2682.649902,2706.850098,2603.540039,2641.25,2641.25,4673700000
2018/10/30,2640.679932,2685.429932,2635.340088,2682.629883,2682.629883,5106380000
2018/10/31,2705.600098,2736.689941,2705.600098,2711.73999,2711.73999,5112420000
2018/11/1,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117,4708420000
2018/11/2,2745.449951,2756.550049,2700.439941,2723.060059,2723.060059,4237930000
2018/11/5,2726.370117,2744.27002,2717.939941,2738.310059,2738.310059,3623320000
2018/11/6,2738.399902,2756.820068,2737.080078,2755.449951,2755.449951,3510860000
2018/11/7,2774.129883,2815.149902,2774.129883,2813.889893,2813.889893,3914750000
2018/11/8,2806.379883,2814.75,2794.98999,2806.830078,2806.830078,3630490000
2018/11/9,2794.100098,2794.100098,2764.23999,2781.01001,2781.01001,4019090000
2018/11/12,2773.929932,2775.98999,2722,2726.219971,2726.219971,3670930000
2018/11/13,2730.050049,2754.600098,2714.97998,2722.179932,2722.179932,4091440000
2018/11/14,2737.899902,2746.800049,2685.75,2701.580078,2701.580078,4402370000
2018/11/15,2693.52002,2735.379883,2670.75,2730.199951,2730.199951,4179140000
2018/11/16,2718.540039,2746.75,2712.159912,2736.27002,2736.27002,3975180000
2018/11/19,2730.73999,2733.159912,2681.090088,2690.72998,2690.72998,3772900000
2018/11/20,2654.600098,2669.439941,2631.52002,2641.889893,2641.889893,4357900000
2018/11/21,2657.73999,2670.72998,2649.820068,2649.929932,2649.929932,3233550000
2018/11/23,2633.360107,2647.550049,2631.090088,2632.560059,2632.560059,1651650000
2018/11/26,2649.969971,2674.350098,2649.969971,2673.449951,2673.449951,3443950000
2018/11/27,2663.75,2682.530029,2655.889893,2682.169922,2682.169922,3485220000
2018/11/28,2691.449951,2744,2684.379883,2743.790039,2743.790039,3951670000
2018/11/29,2736.969971,2753.75,2722.939941,2737.800049,2737.800049,3560770000
2018/11/30,2737.76001,2760.879883,2732.76001,2760.169922,2760.169922,4658580000
2018/12/3,2790.5,2800.179932,2773.379883,2790.370117,2790.370117,4186060000
2018/12/4,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4499840000
2018/12/6,2663.51001,2696.149902,2621.530029,2695.949951,2695.949951,5141470000
2018/12/7,2691.26001,2708.540039,2623.139893,2633.080078,2633.080078,4216690000
2018/12/10,2630.860107,2647.51001,2583.22998,2637.719971,2637.719971,4151030000
2018/12/11,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3905870000
2018/12/12,2658.22998,2685.439941,2650.26001,2651.070068,2651.070068,3955890000
